;Tashkilot yoki foydalanuvchi uchun qadrli bo’lgan ixtiyoriy narsa.;
;Tizim yoki tashkilotga zarar yetkazishi mumkin bo’lgan istalmagan hodisa.;
;Noaniqlikning maqsadlarga ta’siri.;
;U yoki bu faoliyat jarayonida nimaga erishishni xohlashimiz.;
11;Axborot xavfsizligida tahdid bu?;1
;Aktivga zarar yetkazishi mumkin bo’lgan istalmagan hodisa.;
;Noaniqlikning maqsadlarga ta’siri.;
;U yoki bu faoliyat jarayonida nimaga erishishni xohlashimiz.;
;Tashkilot uchun qadrli bo’lgan ixtiyoriy narsa.;
12;Yaxlitlikni ta’minlash bu - ?;1
;ruxsatsiz yozishdan himoyalash.;
;ruxsatsiz o’qishdan himoyalash.;
;ruxsatsiz bajarishdan himoyalash.;
;ruxsat etilgan amallarni bajarish.;
13;Foydalanuvchanlikni ta’minlash bu - ?;1
;ruxsatsiz bajarishdan himoyalash.;
;ruxsatsiz yozishdan himoyalash.;
;ruxsatsiz o’qishdan himoyalash.;
;ruxsat etilgan amallarni bajarish.;
14;Konfidensiallikni ta’minlash bu - ?;1
;ruxsatsiz o’qishdan himoyalash.;
;ruxsatsiz yozishdan himoyalash.;
;ruxsatsiz bajarishdan himoyalash.;
;ruxsat etilgan amallarni bajarish.;
15;Foydalanuvchi yoki subyektni haqiqiyligini tekshirish jarayoni bu?;1
;Autentifikatsiya;
;Identifikatsiya;
;Avtorazatsiya;
;Ruxsatlarni nazoratlash;
16;Subyekt identifikatorini tizimga yoki talab qilgan subyektga taqdim etish jarayoni bu?;1
;Identifikatsiya;
;Avtorazatsiya;
;Ruxsatlarni nazoratlash;
;Autentifikatsiya;
17;Shaxsni kimdir deb davo qilish jarayoni bu?;1
;Identifikatsiya;
;Avtorazatsiya;
;Ruxsatlarni nazoratlash;
;Autentifikatsiya;
18;Foydalanuvchini (yoki biror tomonni) tizimga kirish uchun ruxsati mavjudligini aniqlash jarayoni bu?;1
;Autentifikatsiya;
;Identifikatsiya;
;Avtorazatsiya;
;Ruxsatlarni nazoratlash;
19;"Tizimlarni, tarmoqlarni va dasturlarni raqamli hujumlardan himoyalash amaliyoti bu?";1
;Kiberxavfsizlik;
;Axborot xavfsizligi;
;Konfidensiallik;
;Maxfiylik;
20;Qanday tahdidlar passiv hisoblanadi?;1
;Amalga oshishida axborot strukturasi va mazmunida hech narsani o’zgartirmaydigan tahdidlar;
;Hech qachon amalga oshirilmaydigan tahdidlar;
;Amalga oshishida axborot strukturasini o'zgartiradigan tahdidlar;
;Texnik vositalar bilan bog’liq bo’lgan tahdidlar;
21;Quyidagi qaysi hujum turi razvedka hujumlari turiga kirmaydi?;1
;DDos;
;Paketlarni snifferlash;
;Portlarni skanerlash;
;Ping buyrug’ini yuborish;
22;Trafik orqali axborotni to’plashga harakat qilish razvedka hujumlarining qaysi turida amalga oshiriladi?;1
;Passiv;
;DNS izi;
;Lug’atga asoslangan;
;Aktiv;
23;Portlarni va operatsion tizimni skanerlash razvedka hujumlarining qaysi turida amalga oshiriladi?;1
;Aktiv;
;Passiv;
;DNS izi;
;Lug’atga asoslangan;
24;"Paketlarni snifferlash, portlarni skanerlash, ping buyrug’ini yuborish qanday hujum turiga misol bo’ladi?";1
;Razvedka hujumlari;
;Xizmatdan voz kechishga undash hujumlari;
;Zararli hujumlar;
;Kirish hujumlari;
25;DNS serverlari tarmoqda qanday vazifani amalga oshiradi?;1
;Xost nomlari va internet nomlarini IP manzillarga o’zgartirish va teskarisini amalga oshiradi;
;Ichki tarmoqqa ulanishga harakat qiluvchi boshqa tarmoq uchun kiruvchi nuqta vazifasini bajaradi;
;Tashqi tarmoqqa ulanishga harakat qiluvchi ichki tarmoq uchun chiqish nuqtasi vazifasini bajaradi;
;Internet orqali ma’lumotlarni almashinuvchi turli ilovalar uchun tarmoq ulanishlarini sozlash funksiyasini amalga oshiradi;
26;Markaziy xab yoki tugun orqali tarmoqni markazlashgan holda boshqarish qaysi tarmoq topologiyasida amalga oshiriladi?;1
;Yulduz;
;Shina;
;Xalqa;
;Mesh;
27;Quyidagilardan qaysilari ananaviy tarmoq turi hisoblanadi?;1
;"WAN, MAN, LAN";
;"OSI, TCP/IP";
;"UDP, TCP/IP, FTP";
;"Halqa, yulduz, shina, daraxt";
28;Quyidagilardan qaysilari faqat tarmoq topologiyalari hisoblanadi?;1
;"Halqa, yulduz, shina, daraxt";
;"UDP, TCP/IP, FTP";
;"OSI, TCP/IP";
;"SMTP, HTTP, UDP";
29;.... kriptografik shifrlash algoritmlari blokli va oqimli turlarga ajratiladi. Nuqtalar o‘rniga mos so‘zni qo‘ying.;1
;Simmetrik;
;Ochiq kalitli;
;Asimmetrik;
;Klassik davr;
30;Xesh funksiyalar - .... funksiya hisoblanadi. Nuqtalar o‘rniga mos so‘zni qo‘ying.;1
;kalitsiz kriptografik;
;shifrlovchi kriptografik;
;ikki kalitli kriptografik;
;ko’p kalitli kriptografik;
31;Jumlani to'ldiring. Ma’lumotni mavjudligini yashirishda ..... Nuqtalar o‘rniga mos jumlani qo‘ying.;1
;steganografik algoritmdan foydalaniladi.;
;kriptografik algoritmdan foydalaniladi.;
;kodlash algoritmidan foydalaniladi.;
;kriptotahlil algoritmidan foydalaniladi.;
32;Axborotni foydalanuvchiga qulay tarzda taqdim etish uchun ..... amalga oshiriladi. Nuqtalar o‘rniga mos so‘zni qo‘ying.;1
;kodlash;
;bir kalitli shifrlash;
;yashirish;
;ikki kalitli shifrlash;
33;Deshifrlash uchun kalit va ..... kerak bo’ladi. Nuqtalar o‘rniga mos so‘zni qo‘ying.;1
;shifrmatn;
;ochiq matn;
;kodlash;
;alifbo;
34;"Ma’lumot shifrlansa, natijasi .... bo’ladi. Nuqtalar o‘rniga mos so‘zni qo‘ying.";1
;shifrmatn;
;ochiq matn;
;nomalum;
;kod;
35;Axborotni ifodalash uchun foydalaniladigan chekli sondagi belgilar to’plami bu?;1
;Alifbo;
;Ochiq matn;
;Shifrmatn;
;Kodlash;
36;Kriptotizimni shifrlash va deshifrlash uchun sozlashda nimadan foydalaniladi?;1
;Kriptografik kalitdan;
;Ochiq matndan;
;Alifbodan;
;Algoritmdan;
37;Har qanday vaziyatda biror bir hodisani yuzaga kelish ehtimoli qo’shilsa nima paydo boladi?;1
;risk paydo bo’ladi.;
;hujum paydo bo’ladi.;
;tahdid paydo bo’ladi.;
;aktiv paydo bo’ladi.;
38;Qaysi himoya vositasi umumiy tarmoqni ichki va tashqi qismlarga ajratib himoyalash imkonini beradi?;1
;Tarmoqlararo ekran;
;Virtual himoyalangan tarmoq;
;Global tarmoq;
;Korxona tarmog’i;
39;Bir biriga osonlik bilan ma’lumot va resurslarni taqsimlash uchun ulangan kompyuterlar guruhi bu?;1
;Kompyuter tarmog’i;
;Kompyuter topologiyasi;
;Tarmoq topologiyasi;
;Tarmoq arxitekturasi;
40;Elektron ma’lumotni yo’q qilishning eng xavfsiz usulini ko’rsating?;1
;Ma’lumot saqlangan saqlagichni bir necha marta takror yozish va o’chirish.;
;Delete buyrug’idan foydalanib o’chirish.;
;Shift+Delete buyrug’idan foydalanib o’chirish.;
;Oddiy formatlash buyrug’idan foydalanish.;
41;"Har bir obyekt uchun foydalanish ruxsatini belgilash o’rniga, rol uchun obyektlardan foydalanish ruxsatini ko’rsatish amalga oshiriladi. Gap qaysi foydalanishni boshqarish usuli haqida bormoqda?";1
;RBAC;
;MAC;
;DAC;
;ABAC;
42;Faqat foydalanishni boshqarish usullari keltirilgan javobni ko’rsating?;1
;"DAC, MAC";
;"RBAC, A5/1";
;"ABAC, RSA";
;"DAC, RSA";
43;"Tashkilot axborot aktivlarini va binolaridan foydalanishni kuzatish, qaydlash va nazoratlashga yordam beruvchi xavfsizlik turi?";1
;Fizik xavfsizlik;
;Huquqiy xavfsizlik;
;Tarmoq xavfsizligi;
;Iqtisodiy xavfsizlik;
44;Sezar shifri qaysi akslantirishga asoslangan?;1
;O’rniga qo’yish;
;O’rin almashtirish;
;Gammalash;
;Qo’shish;
45;Maxfiy xabarni soxta xabar ichiga berkitish orqali aloqani yashirish bilan shug’ullanuvchi fan sohasi?;1
;Stegonografiya;
;Kriptografiya;
;Kriptoanaliz;
;Kriptologiya;
46;Asosiy maqsad ma’lumotni maxfiyligini ta’minlash bo’lgan jarayonni ko’rsating?;1
;Shifrlash;
;Deshifrlash;
;Kodlash;
;Dekodlash;
47;Ma’lumotni osongina qaytarish uchun hammaga (hattoki hujumchiga ham) ochiq bo’lgan sxema yordamida ma’lumotlarni boshqa formatga o’zgartirish bu?;1
;Kodlash;
;Dekodlash;
;Shifrlash;
;Deshifrlash;
48;Hujumchi algoritm (shifrlash algoritmi) haqida barcha ma’lumotlarni bilgan taqdirda ham kalitsiz ochiq matnni tiklashning imkoni bo’lmasligi zarur. Bu qanday tamoil?;1
;Kerkxofs prinsipi;
;Konfidensiallik prinsipi;
;Yaxlitlik prinsipi;
;Foydalanuvanlik prinsipi;
49;Axborotning konfidensialligi va butunligini ta’minlash uchun ikki uzel orasida himoyalangan tunelni quruvchi himoya vositasi bu?;1
;Virtual Private Network;
;Firewall;
;Antivirus;
;IDS;
50;Foydalanuvchi parollari bazada qanday ko’rinishda saqlanadi?;1
;Xeshlangan ko’rinishda.;
;Shifrlangan ko’rinishda.;
;Ochiq holatda.;
;Bazada saqlanmaydi.;
51;Quyidagilardan qaysi biri har ikkala tomonning haqiqiyligini tekshirish jarayonini ifodalaydi?;1
;Ikki tomonlama autentifikatsiya.;
;Ikki faktorli autentifikatsiya.;
;Ko’p faktorli autentifikatsiya.;
;Biometrik autentifikatsiya.;
52;Tokenga asoslangan autentifikatsiya usulining asosiy kamchiligini ayting?;1
;Doimo xavfsiz saqlab olib yurish zaruriyati.;
;Doimo esada saqlash zaruriyati.;
;Qalbakilashtirish muammosi mavjudligi.;
;Almashtirib bo’lmaslik;
53;Biror narsani bilishga asoslangan autentifikatsiya deyilganda quyidagilardan qaysilar tushuniladi.;1
;"PIN, Parol.";
;"Token, mashinaning kaliti.";
;"Yuz tasviri, barmoq izi.";
;Biometrik parametrlar.;
54;Parolga asoslangan autentifikatsiya usulining asosiy kamchiligini ko’rsating?;1
;Esda saqlash zaruriyati.;
;Birga olib yurish zaririyati.;
;Almashtirib bo’lmaslik.;
;Qalbakilashtirish mumkinligi.;
55;Tizim tomonidan foydalanuvchilarga imtiyozlar berish jarayoni bu?;1
;Avtorizatsiya.;
;Autentifikatsiya.;
;Identifikatsiya.;
;Ro’yxatga olish.;
56;Foydalanuvchini haqiqiyligini tekshirish jarayoni bu?;1
;Autentifikatsiya.;
;Identifikatsiya.;
;Avtorizatsiya.;
;Ro’yxatga olish.;
57;Foydalanuvchini tizimga tanitish jarayoni bu?;1
;Identifikatsiya.;
;Autentifikatsiya.;
;Avtorizatsiya.;
;Ro’yxatga olish.;
58;"Tarmoqning tuzilishini aniqlab, tarmoqning mantiqiy va fizik joylashuvini hisoblaydi. Gap nima haqida bormoqda?";1
;Tarmoq topologiyasi;
;Tarmoq modeli;
;Tarmoq arxitekturasi;
;Tarmoq protokoli;
59;OSI modelining eng quyi sathi bu?;1
;Fizik sath;
;Kanal sathi;
;Tarmoq sathi;
;Transport sathi;
60;Faqat tarmoq modellari keltirilgan qatorni ko’rsating?;1
;"OSI, TCP/IP";
;"OSI, RSA";
;"TCP/IP, IPSec";
;"OSI, ISO";
61;Parollarni saqlashda nega shifrlashning o’rniga xeshlash amalidan foydalaniladi?;1
;Shifrlash kalitini saqlash zaruriyati mavjudligi sababli;
;Barcha xesh funksiyalar xavfsiz bo'lganligi bois;
;Barcha shifrlash algoritmlari xavfsiz emasligi bois;
;Barcha shifrlash algoritmlari tezkor emasligi bois;
62;A5/1 oqimli shifrlash algoritmining bir siklida ko’pi bilan nechta registr siljiydi?;1
;3;
;2;
;1;
;10;
63;A5/1 oqimli shifrlash algoritmining bir siklida kamida nechta registr siljiydi?;1
;2;
;3;
;1;
;0;
64;64 bitli kalitni talab qiluvchi oqimli shifrlash algoritmini ko’rsating?;1
;A5/1;
;RSA;
;DES;
;AES;
65;Ochiq matn uzunligiga teng bo’lgan psevdotasodifiy ketma-ketlikni talab qiluvchi shifrlash usuli bu?;1
;Simmetrik oqimli;
;Simmetrik blokli;
;Ochiq kalitli;
;Assimetrik;
66;Yaratishda psevdotasodifiy sonlar generatoriga asoslanuvchi kriptografik shifrlash usuli bu?;1
;Simmetrik oqimli;
;Simmetrik blokli;
;Ochiq kalitli;
;Assimetrik;
67;Shaxsiy simsiz tarmoqlar qo’llanish sohasini belgilang.;1
;Tashqi qurilmalar kabellarining o’rnida;
;"Binolar, korxonalar va internet orasida belgilangan simsiz bog’lanish";
;Butun dunyo bo’yicha internetdan foydalanishda;
;Simli tarmoqlarni mobil kengaytirish;
68;Tashkilotlardagi kadrlar toifasiga maksimal darajada yaqinlashtirishga harakat qiluvchi foydalanishni boshqarishni usuli bu?;1
;rolga asoslangan foydalanishni boshqarish;
;mandatli foydalanishni boshqarish;
;diskretsion foydalanishni boshqarish;
;attributga asoslangan foydalanishni boshqarish;
69;Esda saqlashni va olib yurishni talab etmaydigan autentifikatsiya usuli bu?;1
;biometrik autentifikatsiya.;
;parolga asoslangan autentifikatsiya.;
;tokenga asoslangan autentifikatsiya.;
;ko’p faktorli autentifikatsiya.;
70;Shifrlash va deshifrlashda turli kalitlardan foydalanuvchi shifrlar bu?;1
;ochiq kalitli shifrlar.;
;simmetrik shifrlar.;
;bir kalitli shifrlar;
;xesh funksiyalar.;
71;A5/1 shifri bu?;1
;oqimli shifr.;
;blokli shifr.;
;ochiq kalitli shifr.;
;asimmetrik shifr;
72;Ochiq matn qismlari(bloklari)ni takroriy shifrlovchi algoritmlar bu?;1
;blokli shifrlar;
;oqimli shifrlash;
;ochiq kalitli shifrlar;
;asimmetrik shifrlar;
73;Axborotni mavjudligini yashirish bilan shug’ullanuvchi fan sohasi bu?;1
;steganografiya.;
;kriptografiya.;
;kodlash.;
;kriptotahlil.;
74;Ikki kalitli kriptotizim bu?;1
;ochiq kalitli kriptotizim.;
;simmetrik kriptotizim.;
;xesh funksiyalar.;
;MAC tizimlari.;
75;Ma’lumotni shifrlash va deshifrlashda yagona kalitdan foydalanuvchi tizim bu?;1
;simmetrik kriptotizim.;
;ochiq kalitli kriptotizim.;
;asimetrik kriptotizim.;
;xesh funksiyalar.;
76;Asosiy fayl tizimining ustida joylashgan kriptografik fayl tizimidan foydalanadi. Gap qaysi shifrlash usuli xususida bormoqda?;1
;Faylni shifrlash;
;Apparat shifrlash;
;Dasturiy shifrlash;
;Diskni shifrlash;
77;"Faylga asoslangan holda kalitlarni boshqarish, ya’ni, har bir fayl uchun turli kalitlardan foydalanadi. Gap qaysi shifrlash usuli xususida bormoqda?";1
;Faylni shifrlash;
;Apparat shifrlash;
;Dasturiy shifrlash;
;Diskni shifrlash;
78;Asosan disk ishlab chiqaruvchilar tomonidan taklif etiladi. Gap qaysi shifrlash usuli xususida bormoqda?;1
;Diskni shifrlash;
;Faylni shifrlash;
;Apparat shifrlash;
;Dasturiy shifrlash;
79;"Diskdagi barcha ma’lumotlarni (master boot record, (MBR) bilan) yoki MBRsiz shifrlashni amalga oshiradi. Gap qaysi shifrlash usuli xususida bormoqda?";1
;Diskni shifrlash;
;Faylni shifrlash;
;Apparat shifrlash;
;Dasturiy shifrlash;
80;Foydalanuvchi shaxsiy xabarlarni alohida shifrlashni unutgan vaqtlarda juda qo’l keladi. Gap qaysi shifrlash usuli xususida bormoqda?;1
;Diskni shifrlash;
;Faylni shifrlash;
;Apparat shifrlash;
;Dasturiy shifrlash;
81;"Agar simmetrik oqimli shifrlash algoritmida kiritilgan ochiq matn uzunligi 256 bitga teng bo’lsa, shifrmatn uzunligi necha bit bo’ladi?";1
;256;
;128;
;4;
;64;
82;"Agar simmetrik blokli shifrlash algoritmida kiritilgan ochiq matn uzunligi 256 bitga teng bo’lsa, shifrmatn uzunligi necha bit bo’ladi?";1
;256;
;128;
;4;
;64;
83;"Agar A5/1 shifrlash algoritmida kiritilgan ochiq matn uzunligi 128 bitga teng bo’lsa, shifrmatn uzunligi necha bit bo’ladi?";1
;128;
;2;
;256;
;32;
84;"Agar A5/1 shifrlash algoritmida kiritilgan ochiq matn uzunligi 256 bitga teng bo’lsa, shifrmatn uzunligi necha bit bo’ladi?";1
;256;
;128;
;4;
;64;
85;Raund tushunchasi quyidagi qaysi shifr turlariga tegishli?;1
;Simmetrik blokli;
;Simmetrik oqimli;
;Ochiq kalitli;
;Assimetrik;
86;IP manzilni domen nomlariga yoki aksincha almashtirishni amalga oshiruvchi xizmat bu?;1
;DNS;
;TCP/IP;
;OSI;
;UDP;
87;Hajmi bo’yicha eng kichik hisoblangan tarmoq turi bu?;1
;PAN;
;LAN;
;CAN;
;MAN;
88;Kiberjinoyatchilik bu - ?;1
;Kompyuter yoki boshqa qurilmalarga qarshi qilingan yoki kompyuter va boshqa qurilmalar orqali qilingan jinoiy faoliyat.;
;"Kompyuterlar bilan bog’liq falsafiy soha bo’lib, foydalanuvchilarning xatti-harakatlari, kompyuterlar nimaga dasturlashtirilganligi va umuman insonlarga va jamiyatga qanday ta’sir ko’rsatishini o’rganadi.";
;"Hisoblashga asoslangan bilim sohasi bo’lib, buzg’unchilar mavjud bo’lgan sharoitda amallarni kafolatlash uchun o’zida texnologiya, inson, axborot va jarayonni mujassamlashtirgan.";
;"Tizimlarni, tarmoqlarni va dasturlarni raqamli hujumlardan himoyalash amaliyoti.";
89;Kiberetika bu - ?;1
;"Kompyuterlar bilan bog’liq falsafiy soha bo’lib, foydalanuvchilarning xatti-harakatlari, kompyuterlar nimaga dasturlashtirilganligi va umuman insonlarga va jamiyatga qanday ta’sir ko’rsatishini o’rganadi.";
;Kompyuter yoki boshqa qurilmalarga qarshi qilingan yoki kompyuter va boshqa qurilmalar orqali qilingan jinoiy faoliyat.;
;"Hisoblashga asoslangan bilim sohasi bo’lib, buzg’unchilar mavjud bo’lgan sharoitda amallarni kafolatlash uchun o’zida texnologiya, inson, axborot va jarayonni mujassamlashtirgan.";
;"Tizimlarni, tarmoqlarni va dasturlarni raqamli hujumlardan himoyalash amaliyoti.";
90;Jumlani to’ldiring. Kriptografik himoya axborotning ... xususiyatini ta’minlamaydi.;1
;Foydalanuvchanlik;
;Butunlik;
;Maxfiylik;
;Autentifikatsiya;
91;Jumlani to’ldiring. Parol kalitdan .... farq qiladi.;1
;tasodifiylik darajasi bilan;
;uzunligi bilan;
;"parol ochiq va yopiq ko’rinishda bo’ladi, kalit esa faqat ochiq bo’ladi";
;samaradorligi bilan;
92;"Jumlani to’ldiring. Agar axborotning o’g’irlanishi moddiy va ma’naviy boyliklarning yo’qotilishiga olib kelsa, u ....";1
;jinoyat sifatida baholanadi.;
;rag’bat hisoblanadi.;
;o’zini ko’rsatish hisoblanadi.;
;guruhlar kurashi hisoblanadi.;
93;Jumlani to’ldiring. Simli va simsiz tarmoqlar orasidagi asosiy farq ...;1
;tarmoq chetki nuqtalari orasidagi mutlaqo nazoratlamaydigan xudud mavjudigi.;
;tarmoq chetki nuqtalari orasidagi xududning kengligi.;
;himoya vositalarining chegaralanganligi.;
;himoyani amalga oshirish imkoniyati yo’qligi.;
94;Jumlani to’ldiring. Simmetrik shifrlash algoritmlari ochiq ma’lumotdan foydalanish tartibiga ko’ra ...;1
;blokli va oqimli turlarga bo’linadi.;
;bir kalitli va ikki kalitli turlarga bo’linadi.;
;Feystel tarmog’iga asoslangan va SP tarmog’iga asoslangan turlarga bo’linadi.;
;murakkablikka va tizimni nazariy yondoshuvga asoslangan turlarga bo’linadi.;
95;Jumlani to’ldiring. Axborot xavfsizligiga bo’ladigan ... tahdidlari maqsadli (atayin) tahdidlar deb ataladi.;1
;strukturalarni ruxsatsiz modifikatsiyalash;
;tabiy ofat va avariya;
;texnik vositalarning buzilishi va ishlamasligi;
;foydalanuvchilar va xizmat ko’rsatuvchi hodimlarning hatoliklari;
96;Jumlani to’ldiring. Autentifikatsiya tizimlari asoslanishiga ko’ra ... turga bo’linadi.;1
;3;
;2;
;4;
;5;
97;Tarmoqdagi barcha kompyuter va tugunlar bir-biri bilan o’zaro bog’langan bo’ladi. Gap qaysi topologiya haqida bormoqda?;1
;Mesh;
;Halqa;
;Daraxt;
;Yulduz;
98;Tarmoqda har bir kompyuter yoki tugun markaziy tugunga individual bog’langan bo’ladi. Gap qaysi topologiya haqida bormoqda?;1
;Yulduz;
;Shina;
;Halqa;
;Daraxt;
99;Tarmoqdagi kompyuterlarga kabel orqali ulangan markaziy xabdan (tugun) iborat topologiya bu?;1
;Yulduz;
;Shina;
;Halqa;
;Daraxt;
100;Ochiq kalitli kriptotizimda ma’lumotga qo’yilgan imzoni tekshirish qaysi kalit yordamida amalga oshiriladi?;1
;Yuboruvchining ochiq kaliti;
;Yuboruvchining shaxsiy kaliti;
;Qabul qiluvchining ochiq kaliti;
;Qabul qiluvchining shaxsiy kaliti;
101;Ochiq kalitli kriptotizimda ma’lumotga imzo qo’yish qaysi kalit yordamida amalga oshiriladi?;1
;Yuboruvchining shaxsiy kaliti;
;Qabul qiluvchining ochiq kaliti;
;Qabul qiluvchining shaxsiy kaliti;
;Yuboruvchining ochiq kaliti;
102;Ochiq kalitli shifrlash algoritmida shifrmatnni deshifrlash qaysi kalit yordamida amalga oshiriladi?;1
;Qabul qiluvchining shaxsiy kaliti;
;Yuboruvchining ochiq kaliti;
;Yuboruvchining shaxsiy kaliti;
;Qabul qiluvchining ochiq kaliti;
103;Ochiq kalitli shifrlash algoritmida ma’lumotni shifrlab yuborish qaysi kalit yordamida amalga oshiriladi?;1
;Qabul qiluvchining ochiq kaliti;
;Qabul qiluvchining shaxsiy kaliti;
;Yuboruvchining ochiq kaliti;
;Yuboruvchining shaxsiy kaliti;
104;Bir xil baroshlilikka ega bo’lganida quyidagi algoritmlardan qaysi birida kalit uzunligi eng katta bo’ladi?;1
;RSA;
;AES;
;A5/1;
;DES;
105;"Jumlani to’ldiring. .... - muhim bo’lgan axborotni nusxalash yoki saqlash jarayoni bo’lib, bu ma’lumot yo’qolgan vaqtda qayta tiklash imkoniyatini beradi.";1
;Ma’lumotlarni zaxira nusxalash;
;Kriptografik himoya;
;VPN;
;Tarmoqlararo ekran;
106;Jumlani to’ldiring. ... texnologiyasi lokal simsiz tarmoqlarga tegishli.;1
;WI-FI;
;WI-MAX;
;GSM;
;Bluetooth;
107;Fizik ko'rinishdagi axborot va axborot tashuvchilarni yo’q qilish usullari orasidan ekologik jihatdan ma’qullanmaydigan va maxsus joy talab qiladigan usul qaysi?;1
;Yoqish;
;Maydalash;
;Ko’mish;
;Shreder vositasida yo'q qilish;
108;"1. Agar ob’ektning xavfsizlik darajasi sub’ektning xavfsizlik darajasidan kichik bo’lsa, u holda o’qishga ruxsat beriladi.";2
;"2. Agar sub’ektning xavfsizlik darajasi ob’ektning xavfsizlik darajasida bo’lsa, u holda yozishga ruxsat beriladi. Ushbu qoidalar axborotni qaysi xususiyatini ta’minlashga qaratilgan?";
;Konfidensiallikni.;
;Foydalanuvchanlikni.;
;Butunlikni.;
;Ishonchlilikni.;
109;Foydalanishni boshqarishning qaysi usuli ob’ektlar va sub’ektlarni klassifikatsiyalashga asoslangan?;2
;Mandatli foydalanishni boshqarish.;
;Diskretsion foydalanishni boshqarish.;
;Rolga asoslangan foydalanishni boshqarish.;
;Attributga asoslangan foydalanishni boshqarish.;
110;6 XOR 6 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;0;
;36;
;12;
;6;
111;2 XOR 2 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;0;
;4;
;2;
;8;
112;5 XOR 8 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;13;
;3;
;40;
;10;
113;5 XOR 7 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;2;
;12;
;35;
;10;
114;5 XOR 6 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;3;
;11;
;30;
;10;
115;5 XOR 5 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;0;
;10;
;25;
;1;
116;Jumlani to’ldiring. Sezar shifri .... akslantirishga asoslangan.;2
;o’rniga qo’yish;
;o’rin almashtirish;
;ochiq kalitli;
;kombinatsion;
117;4 XOR 7 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;3;
;11;
;28;
;16;
118;4 XOR 6 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;2;
;10;
;24;
;8;
119;5 XOR 4 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;1;
;9;
;20;
;8;
120;4 XOR 4 = ? Natijani hisoblang? Sonlar 10 lik sanoq tizimida berilgan.;2
;0;
;16;
